OrderID,OrderDate,Region,City,Category,Product,SalesRep,Quantity,UnitPrice,Discount%,PaymentMode,TotalSales
ORD1031,04-03-2024,East,Bhubaneswar,Electronics,Headphone,Rahul,12,49522.57,10,Card,534843.76
ORD1032,18-10-2024,south,Hyderabad,Grocery,Sugar,Neha,5,22452.92,20,NetBanking,89811.68
ORD1033,30-08-2024,South,Hyderabad,Grocery,Sugar,Neha,13,49584.71,20,UPI,515680.98
ORD1034,16-03-2024,South,Bangalore,Furniture,Sofa,Sneha,1,2732.51,5,NetBanking,2595.88
ORD1035,01-12-2024,South,Bangalore,Grocery,Sugar,Pooja,12,503.86,20,UPI,4837.06
ORD1036,25-08-2024,West,Mumbai,Furniture,Chair,Arjun,11,29306.03,10,NetBanking,290129.7
ORD1037,06-05-2024,West,Pune,Furniture,Almirah,Vikas,14,35143.85,20,Card,393611.12
ORD1038,11-02-2024,East,Bhubaneswar,Clothing,Jacket,Pooja,3,8465.52,5,NetBanking,24126.73
ORD1039,26-10-2024,West,Pune,Electronics,Laptop,Arjun,12,1270.35,20,NetBanking,12195.36
ORD1040,11-08-2024,South,Chennai,Furniture,Almirah,Rahul,8,1790.56,0,UPI,14324.48
ORD1041,07-08-2024,North,Jaipur,Grocery,Rice,Arjun,3,47703.45,0,Cash,143110.35
ORD1042,10-01-2024,North,Lucknow,Grocery,Atta,Amit,12,29760.16,0,Card,357121.92
ORD1043,05-03-2024,South,Bangalore,Furniture,Chair,Priya,8,36886.34,10,Card,265581.65
ORD1044,21-10-2024,North,Lucknow,Clothing,T-Shirt,Sneha,11,49959.83,5,UPI,522080.22
ORD1045,29-09-2024,North,Lucknow,Clothing,T-Shirt,Priya,7,36451.37,0,NetBanking,255159.59
ORD1046,31-03-2024,South,Chennai,Clothing,Saree,Arjun,12,28791.72,15,Cash,293675.54
ORD1047,18-08-2024,North,Lucknow,Clothing,JEANS,Rahul,4,41326.1,10,NetBanking,148773.96
ORD1048,23-05-2024,East,Patna,Furniture,Sofa,Arjun,15,32869.29,0,NetBanking,493039.35
ORD1049,09-01-2024,West,Pune,Furniture,Almirah,Neha,2,16324.11,5,NetBanking,31015.81
ORD1050,05-06-2024,West,Pune,Clothing,Jacket,Rahul,5,12833.48,15,Card,54542.29
ORD1051,28-10-2024,East,Bhubaneswar,Furniture,Almirah,Vikas,13,28950.1,0,UPI,376351.3
ORD1052,10-10-2024,North,Delhi,Furniture,Sofa,Vikas,5,38418.47,0,NetBanking,
ORD1053,27-01-2024,East,Kolkata,Grocery,Sugar,Amit,5,51770.29,5,Card,245908.88
ORD1054,01-03-2024,North,Delhi,Furniture,Sofa,Pooja,9,42091.5,10,Cash,340941.15
ORD1055,20-02-2024,North,Jaipur,Grocery,Atta,Rahul,13,11586.78,0,UPI,150628.14
ORD1056,17-01-2024,West,Pune,Grocery,Sugar,Sneha,4,15988.15,0,NetBanking,63952.6
ORD1057,13-03-2024,South,Chennai,Electronics,Laptop,Priya,2,3468.16,20,NetBanking,5549.06
ORD1058,03-10-2024,east,Bhubaneswar,Clothing,Saree,Priya,8,24189.19,10,Card,174162.17
ORD1059,28-08-2024,North,Delhi,Electronics,Headphone,Priya,9,35902.72,0,NetBanking,323124.48
ORD1060,09-12-2024,East,Patna,Clothing,Saree,Amit,2,47203.77,0,NetBanking,94407.54
ORD1061,29-02-2024,East, Patna ,Electronics,Headphone,Amit,13,22348.79,10,Card,261480.84
ORD1062,14-04-2024,West,Mumbai,Clothing,Saree,Sneha,5,30297.24,0,Card,151486.2
ORD1063,25-04-2024,West,Mumbai,Clothing,T-Shirt,Vikas,14,50228.56,5,Cash,668039.85
ORD1064,21-08-2024,West,Mumbai,Grocery,Sugar,Vikas,9,8126.38,0,NetBanking,73137.42
ORD1065,01-06-2024,North,Lucknow,Clothing,Jacket,Arjun,14,32364.19,15,NetBanking,385133.86
ORD1066,15-07-2024,south,Hyderabad,Clothing,Jeans,Arjun,4,47109.51,5,Card,179016.14
ORD1067,29-10-2024,South,Hyderabad,Grocery,Rice,Rahul,6,47859.58,20,NetBanking,
ORD1068,22-06-2024,West,Pune,Furniture,Chair,Neha,10,38160.21,15,NetBanking,324361.78
ORD1069,16-12-2024,South,Hyderabad,Electronics,Mobile,Priya,15,15948.37,0,NetBanking,239225.55
ORD1070,15-06-2024,North,Delhi,Furniture,Sofa,Rahul,13,3275.33,0,Card,42579.29
ORD1071,15-12-2024,West,Ahmedabad,Furniture,Chair,Amit,4,27472.17,10,NetBanking,98899.81
ORD1072,25-06-2024,North,Lucknow,Clothing,Jeans,Pooja,10,16593.65,5,UPI,157639.67
ORD1073,31-05-2024,East,Bhubaneswar,Furniture,Almirah,Amit,12,16378.65,20,NetBanking,157235.04
ORD1074,21-11-2024,East,Kolkata,Clothing,Jeans,Priya,4,34224.84,15,UPI,116364.46
ORD1075,05-07-2024,North,Jaipur,Clothing,Saree,Neha,12,7401.37,0,Cash,88816.44
ORD1076,22-06-2024,West,Pune,Furniture,Sofa,Arjun,13,6511.3,0,Cash,84646.9
ORD1077,01-10-2024,North,Lucknow,Electronics,Smartwatch,Neha,2,25122.27,15,UPI,42707.86
ORD1078,14-10-2024,North,Jaipur,Furniture,Almirah,Arjun,6,50356.02,0,UPI,302136.12
ORD1079,09-09-2024,North,Lucknow,Furniture,Chair,Arjun,2,5526.12,10,Card,9947.02
ORD1080,27-07-2024,West,Ahmedabad,Grocery,Rice,Neha,5,1992.85,0,Cash,9964.25
ORD1081,03-03-2024,East,Kolkata,Electronics,Smartwatch,Neha,14,45365.67,0,Card,
ORD1082,16-04-2024,North,Jaipur,Furniture,Table,Vikas,10,12034.13,20,Card,96273.04
ORD1083,04-12-2024,South,Bangalore,Furniture,Sofa,Vikas,14,1612.75,0,UPI,
ORD1084,02-02-2024,North,Jaipur,Furniture,Almirah,Amit,8,24765.48,0,Cash,198123.84
ORD1085,24-07-2024,North,Lucknow,Grocery,Rice,Rahul,7,37798.14,5,UPI,251357.63
ORD1086,01-11-2024,East,Patna,Furniture,Sofa,Sneha,9,16360.4,10,NetBanking,132519.24
ORD1087,20-08-2024,West,Pune,Grocery,Oil,Pooja,7,22996.23,0,UPI,160973.61
ORD1088,19-02-2024,North,Lucknow,Electronics,Mobile,Priya,12,40686.02,20,NetBanking,390585.79
ORD1089,03-11-2024,North,Lucknow,Clothing,Saree,Neha,5,19470.21,10,Cash,87615.94
ORD1090,14-10-2024,South,Chennai,Electronics,Headphone,Vikas,13,45049.79,10,UPI,527082.54
ORD1091,28-06-2024,East,Patna,Furniture,Sofa,Amit,1,10141.02,0,UPI,10141.02
ORD1092,23-06-2024,West,Pune,Furniture,Almirah,Rahul,3,20478.91,15,Card,52221.22
ORD1093,04-12-2024,East,Patna,Electronics,Mobile,Priya,7,26814.26,5,Cash,178314.83
ORD1094,21-07-2024,North,Delhi,Grocery,Atta,Neha,10,3202.05,0,UPI,32020.5
ORD1095,07-03-2024,West,Mumbai,Electronics,Smartwatch,Amit,7,29385.51,0,NetBanking,205698.57
ORD1096,21-10-2024,North,Lucknow,Electronics,Smartwatch,Rahul,7,31622.3,15,NetBanking,188152.68
ORD1097,04-05-2024,West,Mumbai,Clothing,T-Shirt,Rahul,7,32470.15,10,UPI,204561.95
ORD1098,26-11-2024,East,Patna,Electronics,Laptop,Priya,14,8293.4,0,Card,116107.6
ORD1099,16-10-2024,West,Ahmedabad,Grocery,Sugar,Pooja,11,35014.35,10,NetBanking,346642.07
ORD1100,16-09-2024,north,Lucknow,Clothing,Jacket,Priya,2,17210.35,5,NetBanking,32699.66
ORD1101,29-11-2024,West,Ahmedabad,Grocery,Rice,Neha,4,17819.67,5,UPI,67714.75
ORD1102,12-08-2024,South,Hyderabad,Furniture,Chair,Neha,8,28918.96,10,UPI,208216.51
ORD1103,12-10-2024,East,Kolkata,Clothing,T-Shirt,Neha,11,21383.72,0,UPI,235220.92
ORD1104,23-12-2024,East,Bhubaneswar,Furniture,Sofa,Neha,11,21679.3,10,Card,214625.07
ORD1105,04-07-2024,East,Kolkata,Electronics,Smartwatch,Rahul,5,10078.41,0,UPI,50392.05
ORD1106,21-06-2024,North,Jaipur,Clothing,T-Shirt,Rahul,15,42193.66,0,NetBanking,632904.9
ORD1107,01-05-2024,East,Bhubaneswar,Electronics,Smartwatch,Pooja,8,33660.63,20,Card,215428.03
ORD1108,14-07-2024,West,Pune,Clothing,Saree,Pooja,9,29104.8,0,Cash,261943.2
ORD1109,23-03-2024,East,Kolkata,Electronics,Mobile,Pooja,5,24822.69,10,Cash,111702.1
ORD1110,14-09-2024,North, Lucknow ,Electronics,Smartwatch,Neha,6,13120.64,0,Card,78723.84
ORD1111,22-12-2024,East,Patna,Furniture,Chair,Sneha,14,7805.84,15,Card,
ORD1112,03-06-2024,East,Kolkata,Grocery,Rice,Pooja,2,2816.67,5,UPI,5351.67
ORD1113,01-01-2024,East,Patna,Furniture,Table,Priya,10,19534.32,10,UPI,175808.88
ORD1114,17-07-2024,North,Jaipur,Grocery,Sugar,Priya,6,14100.03,0,Cash,84600.18
ORD1115,22-06-2024,East,Bhubaneswar,Furniture,Chair,Rahul,14,35425.2,20,UPI,396762.24
ORD1116,23-01-2024,East,Kolkata,Grocery,Rice,Pooja,13,11130.95,0,Cash,144702.35
ORD1117,25-01-2024,East,Patna,Electronics,Laptop,Arjun,14,36134.08,0,Cash,505877.12
ORD1118,22-09-2024,West,Pune,Furniture,Almirah,Vikas,5,44102.92,15,Cash,187437.41
ORD1119,31-05-2024,East,Bhubaneswar,Electronics,Mobile,Neha,5,24636.18,15,NetBanking,104703.76
ORD1120,22-11-2024,North,Jaipur,Clothing,T-Shirt,Pooja,7,20109.45,20,UPI,112612.92
ORD1121,06-07-2024,south,Hyderabad,Furniture,Chair,Pooja,6,21180.42,10,UPI,114374.27
ORD1122,28-11-2024,west,Pune,Furniture,Sofa,Priya,5,13878.72,0,Cash,69393.6
ORD1123,26-05-2024,South,Hyderabad,Clothing,Saree,Pooja,12,50423.04,5,UPI,574822.66
ORD1124,04-10-2024,North,Jaipur,Clothing,Jacket,Neha,5,49044.98,20,Card,196179.92
ORD1125,09-09-2024,South,Bangalore,Electronics,Laptop,Priya,1,19977.13,10,UPI,17979.42
ORD1126,29-07-2024,West,Ahmedabad,Clothing,Saree,Neha,13,22636.96,10,Card,264852.43
ORD1127,29-01-2024,West,Ahmedabad,Furniture,Table,Vikas,14,7004.03,0,UPI,98056.42
ORD1128,16-11-2024,East,Kolkata,Clothing,Jeans,Neha,5,33870.67,0,UPI,169353.35
ORD1129,22-10-2024,North,Jaipur,Electronics,Mobile,Vikas,5,35881.92,20,Cash,143527.68
ORD1130,20-08-2024,West,Pune,Grocery,Oil,Neha,2,37936.02,0,Cash,75872.04
ORD1131,20-09-2024,South,Chennai,Clothing,Saree,Vikas,9,6018.88,0,NetBanking,54169.92
ORD1132,22-10-2024,South,Chennai,Grocery,Oil,Pooja,12,17336.78,20,UPI,166433.09
ORD1133,20-04-2024,West,Mumbai,Electronics,Smartwatch,Vikas,10,19538.65,0,UPI,195386.5
ORD1134,06-07-2024,South,Chennai,Electronics,Smartwatch,Priya,13,22298.32,0,NetBanking,289878.16
ORD1135,19-02-2024,North,Delhi,Grocery,Atta,Arjun,7,20651.27,0,UPI,144558.89
ORD1136,19-06-2024,South,Hyderabad,Electronics,Mobile,Neha,13,26161.18,5,Card,323090.57
ORD1137,17-09-2024,East,Bhubaneswar,Grocery,Atta,Arjun,9,27043.6,10,Cash,219053.16
ORD1138,23-10-2024,East,Bhubaneswar,Electronics,Smartwatch,Arjun,10,12669.37,0,Card,126693.7
ORD1139,10-01-2024,North,Delhi,Furniture,Chair,Pooja,8,17390.35,0,UPI,139122.8
ORD1140,01-09-2024,East,Bhubaneswar,Furniture,Table,Vikas,9,20850.0,0,NetBanking,187650.0
ORD1141,01-06-2024,East,Bhubaneswar,Furniture,Table,Pooja,4,51793.41,0,Cash,207173.64
ORD1142,12-12-2024,North,Jaipur,Clothing,Jacket,Vikas,9,21007.24,5,UPI,179611.9
ORD1143,02-09-2024,East,Bhubaneswar,Clothing,Saree,Sneha,4,11273.33,10,Card,40583.99
ORD1144,21-02-2024,South,Bangalore,Electronics,LAPTOP,Rahul,7,18300.09,5,NetBanking,121695.6
ORD1145,13-06-2024,South,Chennai,Grocery,Sugar,Amit,5,35595.21,20,Card,142380.84
ORD1146,10-09-2024,North,Lucknow,Grocery,OIL,Priya,3,51526.16,20,Cash,123662.78
ORD1147,15-09-2024,West,Mumbai,Clothing,Saree,Rahul,8,15151.47,20,UPI,96969.41
ORD1148,08-11-2024,South,Bangalore,Clothing,Jacket,Rahul,14,35202.17,5,Card,468188.86
ORD1149,13-05-2024,South,Bangalore,Grocery,Atta,Vikas,7,13106.56,20,Cash,73396.74
ORD1150,06-06-2024,North,Lucknow,Furniture,Chair,Vikas,3,22416.83,10,Cash,60525.44
ORD1151,19-03-2024,South,Chennai,Furniture,Table,Sneha,8,41175.87,10,Card,296466.26
ORD1152,15-10-2024,East,Kolkata,Electronics,Smartwatch,Pooja,2,3584.34,10,UPI,6451.81
ORD1153,16-08-2024,North,Jaipur,Furniture,Almirah,Vikas,13,3248.84,0,UPI,42234.92
ORD1154,21-04-2024,North,Jaipur,Grocery,Atta,Priya,10,4202.02,5,NetBanking,39919.19
ORD1155,10-03-2024,West,Mumbai,Electronics,Headphone,Arjun,13,35355.57,15,NetBanking,390679.05
ORD1156,01-04-2024,East,Kolkata,Electronics,LAPTOP,Vikas,9,21739.61,0,NetBanking,
ORD1157,23-08-2024,South,Bangalore,Grocery,Sugar,Arjun,6,8700.65,0,UPI,52203.9
ORD1158,31-10-2024,North,Delhi,Furniture,Table,Sneha,1,24664.97,15,Card,20965.22
ORD1159,21-10-2024,East,Kolkata,Electronics,Laptop,Sneha,6,31845.62,20,NetBanking,152858.98
ORD1160,29-10-2024,North,Jaipur,Clothing,Jacket,Arjun,15,40489.62,0,Cash,607344.3
ORD1161,11-07-2024,South,Chennai,Grocery,Sugar,Pooja,3,41542.0,5,UPI,118394.7
ORD1162,04-05-2024,South,Chennai,Grocery,Sugar,Sneha,5,11342.85,15,UPI,48207.11
ORD1163,06-04-2024,North,Delhi,Clothing,Saree,Vikas,13,41940.96,15,UPI,463447.61
ORD1164,02-09-2024,North,Jaipur,Furniture,Table,Vikas,15,13494.11,10,NetBanking,182170.49
ORD1165,03-07-2024,East,Patna,Grocery,Atta,Sneha,9,48578.09,5,Cash,415342.67
ORD1166,23-04-2024,North,Jaipur,Clothing,Saree,Sneha,12,8196.56,0,Cash,98358.72
ORD1167,08-10-2024,South,Chennai,Furniture,Almirah,Pooja,11,51901.86,0,NetBanking,570920.46
ORD1168,06-10-2024,South,Bangalore,Furniture,Sofa,Priya,8,10285.82,10,UPI,74057.9
ORD1169,28-04-2024,South,Hyderabad,Electronics,Smartwatch,Pooja,2,38952.89,0,NetBanking,77905.78
ORD1170,09-01-2024,West, Mumbai ,Electronics,Mobile,Rahul,9,39776.16,10,UPI,322186.9
ORD1171,13-11-2024,South,Bangalore,Electronics,Laptop,Sneha,9,14032.52,0,Card,126292.68
ORD1172,26-07-2024,North, Delhi ,Clothing,T-Shirt,Arjun,7,20868.89,5,Cash,138778.12
ORD1173,20-12-2024,south,Bangalore,Electronics,Mobile,Amit,15,31259.77,0,Card,468896.55
ORD1174,14-03-2024,South,Hyderabad,Clothing,T-Shirt,Arjun,13,45173.85,20,Cash,469808.04
ORD1175,26-06-2024,North,Jaipur,Grocery,Oil,Arjun,1,5553.18,0,Cash,5553.18
ORD1176,26-04-2024,West,Pune,Electronics,Headphone,Vikas,6,30506.47,5,Card,173886.88
ORD1177,13-07-2024,East,Kolkata,Electronics,Mobile,Vikas,12,43157.19,0,NetBanking,
ORD1178,14-02-2024,North,Delhi,Clothing,JACKET,Priya,3,23817.68,10,Cash,64307.74
ORD1179,17-07-2024,East,Patna,Grocery,Rice,Arjun,13,4841.53,10,Card,56645.9
ORD1180,09-09-2024,East,Patna,Furniture,Sofa,Sneha,3,3667.04,5,NetBanking,10451.06
ORD1181,04-06-2024,North,Delhi,Furniture,Almirah,Arjun,1,52195.53,0,Card,52195.53
ORD1182,09-06-2024,South,Chennai,Clothing,Jacket,Sneha,3,53058.69,0,Cash,159176.07
ORD1183,28-02-2024,West,Pune,Grocery,Atta,Pooja,15,31099.01,10,Card,
ORD1184,10-12-2024,North,Lucknow,Grocery,Atta,Priya,8,7827.02,0,NetBanking,62616.16
ORD1185,19-01-2024,West,Ahmedabad,Grocery,Sugar,Sneha,13,53269.86,15,Cash,588631.95
ORD1186,08-08-2024,West,Pune,Furniture,Chair,Sneha,2,778.02,0,NetBanking,1556.04
ORD1187,28-10-2024,West,Ahmedabad,Clothing,Saree,Priya,12,27625.52,0,UPI,331506.24
ORD1188,21-08-2024,East,Patna,Furniture,Sofa,Priya,13,11536.33,5,Cash,142473.68
ORD1189,27-11-2024,North,Lucknow,Electronics,Mobile,Neha,2,37307.24,0,NetBanking,74614.48
ORD1190,04-04-2024,West,Ahmedabad,Grocery,Oil,Arjun,3,35298.24,5,NetBanking,100599.98
ORD1191,26-12-2024,South,Chennai,Electronics,Laptop,Pooja,13,43821.24,10,UPI,512708.51
ORD1192,17-07-2024,East,Bhubaneswar,Clothing,Saree,Vikas,10,21711.41,0,UPI,217114.1
ORD1193,05-06-2024,North,Delhi,Furniture,Sofa,Arjun,2,10230.84,15,Card,17392.43
ORD1194,27-05-2024,South,Chennai,Grocery,Oil,Rahul,3,10453.0,20,Card,
ORD1195,08-09-2024,West,Ahmedabad,Grocery,Sugar,Vikas,7,39115.8,5,UPI,260120.07
ORD1196,22-08-2024,East,Kolkata,Clothing,Jeans,Neha,10,40890.0,20,UPI,327120.0
ORD1197,30-11-2024,West,Mumbai,Grocery,Oil,Pooja,13,13764.73,20,UPI,143153.19
ORD1198,08-11-2024,East,Bhubaneswar,Furniture,Table,Neha,11,23663.55,10,Cash,234269.14
ORD1199,20-10-2024,East,Patna,Furniture,Sofa,Arjun,5,52391.37,10,UPI,235761.17
ORD1200,15-03-2024,South,Bangalore,Clothing,Jeans,Vikas,12,17850.9,0,NetBanking,214210.8
ORD1201,17-02-2024,North,Jaipur,Grocery,Sugar,Amit,7,28455.62,0,UPI,199189.34
ORD1202,22-07-2024,North,Jaipur,Grocery,Atta,Rahul,4,53253.45,20,NetBanking,170411.04
ORD1203,16-11-2024,North,Delhi,Clothing,T-Shirt,Arjun,13,46051.28,0,Card,
ORD1204,17-02-2024,South,Chennai,Furniture,Sofa,Vikas,11,19951.86,0,Card,219470.46
ORD1205,19-04-2024,North,Delhi,Grocery,RICE,Priya,8,4471.04,10,NetBanking,32191.49
ORD1206,15-07-2024,North,Delhi,Furniture,Almirah,Rahul,2,40245.83,0,Card,80491.66
ORD1207,28-06-2024,South,Chennai,Electronics,Mobile,Priya,12,11875.44,15,UPI,121129.49
ORD1208,07-08-2024,West,Pune,Furniture,Chair,Vikas,6,43551.0,0,UPI,261306.0
ORD1209,19-07-2024,South,Hyderabad,Clothing,Jeans,Pooja,5,35610.1,20,UPI,142440.4
ORD1210,17-07-2024,East,Kolkata,Electronics,Headphone,Priya,14,46175.74,5,UPI,614137.34
ORD1211,21-01-2024,East,Kolkata,Electronics,Mobile,Arjun,15,3513.69,20,NetBanking,42164.28
ORD1212,07-06-2024,East,Kolkata,Electronics,Laptop,Priya,2,28219.5,0,Cash,56439.0
ORD1213,14-02-2024,North,Delhi,Grocery,Oil,Rahul,15,24009.7,5,UPI,342138.22
ORD1214,11-09-2024,North,Delhi,Electronics,Laptop,Vikas,6,28860.69,20,UPI,138531.31
ORD1215,25-09-2024,West,Pune,Electronics,Headphone,Rahul,2,14609.64,10,Cash,26297.35
ORD1216,11-12-2024,North,Jaipur,Furniture,Sofa,Pooja,12,6520.28,15,Cash,66506.86
ORD1217,10-10-2024,South,Bangalore,Grocery,Oil,Neha,13,50284.33,15,Cash,555641.85
ORD1218,10-12-2024,North,Jaipur,Electronics,Headphone,Pooja,15,3086.43,0,Cash,46296.45
ORD1219,21-08-2024,North,Jaipur,Clothing,Jacket,Pooja,1,20416.78,0,Card,20416.78
ORD1220,13-01-2024,North,Lucknow,Furniture,Table,Arjun,4,29876.68,15,Cash,
ORD1221,08-09-2024,South,Chennai,Electronics,Laptop,Arjun,1,53496.25,0,Cash,53496.25
ORD1222,09-03-2024,North,Jaipur,Grocery,Rice,Vikas,11,45133.97,0,Cash,496473.67
ORD1223,19-08-2024,East,Patna,Clothing,Saree,Pooja,5,13001.9,0,NetBanking,65009.5
ORD1224,02-07-2024,North,Jaipur,Clothing,Saree,Vikas,13,11578.47,0,UPI,150520.11
ORD1225,30-12-2024,South,Bangalore,Furniture,Sofa,Amit,4,53268.32,5,NetBanking,202419.62
ORD1226,22-02-2024,north,Lucknow,Grocery,Oil,Arjun,13,43700.77,0,Cash,568110.01
ORD1227,03-02-2024,North,Delhi,Electronics,Headphone,Priya,4,49656.79,5,UPI,188695.8
ORD1228,09-08-2024,south,Hyderabad,Grocery,Rice,Rahul,14,39898.81,5,Cash,530654.17
ORD1229,10-11-2024,South,Bangalore,Clothing,Saree,Vikas,10,34010.35,15,NetBanking,289087.97
ORD1230,26-09-2024,South, Hyderabad ,Furniture,Almirah,Pooja,4,34765.34,20,NetBanking,111249.09
ORD1231,02-04-2024,west,Pune,Clothing,Jacket,Pooja,1,17674.49,0,Cash,17674.49
ORD1232,02-12-2024,North,Delhi,Furniture,Table,Arjun,4,14805.68,20,Cash,47378.18
ORD1233,11-06-2024,South, Hyderabad ,Furniture,Table,Rahul,13,40648.16,0,Card,528426.08
ORD1234,20-01-2024,South,Chennai,Grocery,ATTA,Sneha,2,3278.01,10,Card,5900.42
ORD1235,12-01-2024,East,Kolkata,Clothing,Jeans,Neha,3,32346.18,0,NetBanking,97038.54
ORD1236,10-03-2024,East,Patna,Electronics,Headphone,Neha,3,40332.89,5,Card,114948.74
ORD1237,18-12-2024,east,Bhubaneswar,Furniture,Almirah,Amit,5,7178.69,15,Card,30509.43
ORD1238,13-03-2024,North,Lucknow,Clothing,Jeans,Neha,6,41044.81,0,NetBanking,246268.86
ORD1239,20-12-2024,South, Bangalore ,Electronics,Headphone,Rahul,2,19406.37,20,NetBanking,31050.19
ORD1240,11-07-2024,East,Bhubaneswar,Grocery,Sugar,Priya,2,45618.62,20,UPI,72989.79
ORD1241,23-02-2024,East,Patna,Clothing,T-Shirt,Neha,2,18931.09,5,NetBanking,35969.07
ORD1242,10-08-2024,South,Hyderabad,Electronics,Smartwatch,Vikas,3,3134.85,0,Cash,9404.55
ORD1243,20-07-2024,North,Delhi,Clothing,Jeans,Pooja,10,30321.51,5,Card,288054.34
ORD1244,22-11-2024,South,Bangalore,Electronics,Mobile,Vikas,5,53742.76,5,UPI,255278.11
ORD1245,08-07-2024,East,Patna,Grocery,Oil,Rahul,3,24628.48,0,UPI,73885.44
ORD1246,26-04-2024,West,Ahmedabad,Electronics,Headphone,Pooja,9,3541.91,5,Card,30283.33
ORD1247,31-12-2024,North,Lucknow,Grocery,Atta,Pooja,1,27715.16,10,Card,24943.64
ORD1248,22-01-2024,South,Bangalore,Furniture,Table,Vikas,7,4494.6,15,Cash,26742.87
ORD1249,22-07-2024,West,Ahmedabad,Electronics,MOBILE,Arjun,9,18071.75,0,UPI,162645.75
ORD1250,28-10-2024,South,Hyderabad,Grocery,Oil,Neha,10,41759.08,0,NetBanking,417590.8
ORD1251,07-11-2024,West,Ahmedabad,Clothing,Saree,Arjun,8,2253.12,0,Cash,18024.96
ORD1252,09-07-2024,West,Pune,Furniture,Chair,Priya,1,18715.06,20,Card,14972.05
ORD1253,17-05-2024,West,Pune,Furniture,Sofa,Pooja,12,23039.15,15,Cash,234999.33
ORD1254,29-12-2024,North,Lucknow,Electronics,LAPTOP,Sneha,9,22305.51,20,UPI,160599.67
ORD1255,03-07-2024,West,Mumbai,Furniture,Chair,Amit,12,11111.22,0,Card,133334.64
ORD1256,30-08-2024,West,Mumbai,Clothing,Saree,Vikas,10,30413.09,0,UPI,304130.9
ORD1257,19-04-2024,South,Hyderabad,Grocery,Rice,Amit,14,12330.04,0,NetBanking,
ORD1258,09-05-2024,North,Delhi,Furniture,Table,Neha,10,44318.69,0,NetBanking,443186.9
ORD1259,12-12-2024,West, Pune ,Clothing,Jeans,Neha,9,45372.23,5,Cash,387932.57
